,Name,Date,Review,Rating,Developer,Site
1580,AntonSSD,2019-03-16,"В 18году приобрели апартаменты в ЖК спутник Строгино. На момент приобретения, менеджеры компании обещали инфраструктуру, садик площадку, дорогу до метро, щиты от МКАДа, конечно текст договора не содержал всего обещанного. Поскольку застройщик апартов не обязан...
 Цена
 Менеджеры умышленно вводят в заблуждение покупателей с целью получения выгоды. Если нужна ссылка на группу участников дду, обратитесь в личку, я отправлю вам ссылку.",2.0,samolet,otzovik
1581,ВладимирМВ,2024-02-14,"Добрый день. Не компетентные сотрудники. Не смогли помочь с бронированием квартиры в Целепорте. Многие не в курсе как это сделать и постоянно кормят обещаниями. Пол месяца не мог забронировать квартиру, потом решил обратиться к другим...
 Много проектов ЖК
 Не компетентные, не коммуникабельные, обещания по телефону не выполняют, нельзя довериться",1.0,samolet,otzovik
1582,Gimoba,2023-10-31,"ГП Самолет Пригород Лесное. По ДДУ срок сдачи объекта 31.05.23 по настоящее время сроки сдачи переносятся уже на 5 месяцев и это не предел, позвонив сегодня сново перенос на 2 недели и так из месяца...
 нет
 Одни минусы",1.0,samolet,otzovik
1583,Andrey777773,2023-06-16,"Была куплена квартира в ЖК Остафьево и в течении 2-х месяцев, что они дают на устранение недостатков, никто не соизволил, что-нибудь сделать. Только врут и переводят стрелки друг на друга. Это мы решим через суд...
 Есть с чем сравнивать и пока ниже среднего впечатления
 Управляющая компания",1.0,samolet,otzovik
1584,Алексей КМ,2023-04-15,"Просто не сдают кладовые не объясняя причины, не на какие запросы, звонки и походы в офис не реагируют, от слова совсем, по информации и фотографиям жильцов, там все затопило и видимо ждут лета, когда все...
 Нет
 Все описал выше",1.0,samolet,otzovik
1585,Аноним4447795,2023-03-27,"Застройщик после пандемии на дрожжах в виде поддержки бедных строителей государством не только задрал цены, так еще и начал задерживать выдачу ключей, при этом ВСЕ ОПЕРАТОРЫ ВРУТ!! По ДДУ ЖК Самолет срок передачи ключей до...
 их нет вообще с таким сервисом
 хамство, пофигизм, мошенничество, задержка сроков строительства и передачи ключей",1.0,samolet,otzovik
1586,Милашка 2517,2023-01-20,"Хотели купить квартиру в ЖК Люберцы готовую, не по ДДУ, сказали можно только через бронь и 10000 залог, внесли залог, менеджер в договоренное время не явился, попросили вернуть залог так как по его вине мы...
 Нет
 Плохое отношение",1.0,samolet,otzovik
1587,kristi180,2022-12-30,"Хочу сказать, что компания Самолёт это большие мошенники, завтра будет ГОД просрочки выдачи ключей !!! Ни на какие звонки не реагируют, оставляю обращения - никто не перезванивает, просто полный игнор! Я никогда не встречала такой...
 Нет
 Врут, не дают ключи, не общаются с клиентом и многое другое",1.0,samolet,otzovik
1588,ЯАИ,2022-09-02,"Приобрели квартиру в ЖК Остафьево, задержка 1 очереди было на 3-6 месяцев, в зависимости от дома, а во 2 очереди уже на 10 месяцев и ещё не понятно когда передадут. Проблема в так называемом ремонте...
 Разнообразие в планировках.
 Недобросовесный застройщик.",1.0,samolet,otzovik
1589,ryabov25,2022-08-07,"Пожалуй только 1 плюс это строят быстро, но он же оказался минусом, так как быстро не бывает хорошо. Купили студию с отделкой. Качество отделки на 1 из 10. Не советую никому покупать у данного застройщика...
 Их почти нет
 Качество отделки на нуле",1.0,samolet,otzovik
1590,Tanusik13,2022-08-05,"Купила у них квартиру, наконец, ключи получила и началось : 1. Задержка сдачи 7 месяцев. Выплаты за задержку не ведутся. А если ведутся, то через суд и то неизвестно выплатят ли ( по новым законам...
 Все же построили
 Задержка сроков строительства , сервис , отделка , отношение к клиентам",1.0,samolet,otzovik
1591,Lub2222,2022-07-08,"в 2021г приобрели 2х комн. кв в Люберцах, с отделкой от застройщика, качество ремонта - отвратительное: кривые дверные косяки, щели между ламинатом, стены волнами, обои с зазорами, сквозняки в каждой оконной раме, обращения к застройщику...
 Явных плюсов нет.
 К плохому качеству отделки + отсутствие парковочных мест ( учитывая количество квартир в ж.к)",2.0,samolet,otzovik
1592,Аноним1554079,2021-12-21,"Решили у них купить квартиру в Москве. Выбрали на сайте подходящие варианты и позвонили... и тут началось. Во первых, не понравилось, что позвонив туда, чтобы узнать свободна ли квартира, вам вежливо говорят, что перезвонят в...
 Нет
 Не ценят потенциальных покупателей, футболили от специалиста к специалисту, а результата за два дня ноль.",1.0,samolet,otzovik
1593,e1985,2023-08-04,"Отвратительное гарантийное обслуживание: из-за некачественного монтажа и отсутствия реакции застройщика на замечания, указанные в листе осмотра при приемке, в результате втягивания полотна натяжного потолка, о котором было заявлено при приемке, натяжной потолок порвался торчащими из...
 в целом неплохой ремонт
 постпродажное отношение к покупателям",2.0,samolet,otzovik
1594,Alibaba801,2023-07-21,"Приобрели квартиру в ЖК ""Томилино Папрк"", корпус 4.3 секция 6. Срок сдачи до 30.06.2023г. Сегодня 21.07.2023. Деньги с эскроу счета списали. Уведомления по поводу переноса сроков сдачи нет. Квартиру не сдали. Отдел заселения- все время...
 ""Соловьиные"" песни менеджеров отдела продаж.
 Описаны ниже.",1.0,samolet,otzovik
1595,Люберцы 61,2023-07-09,"Купила кладовку в Люберцах. Срок выдачи ключей 30.03.2023 по ДДУ. Сегодня 09.07.2023 ключи не выдали, на звонки никакой информации не дают. Дом заселен, в подвале вода, рабочих в подвале нет, воду не откачивают, ремонта после...
 нет
 все. позор!",1.0,samolet,otzovik
1596,Katjenok87,2022-12-09,"Сервис в самолёте заканчивается с подписанием договора. Кроме колл центра больше никаких контактов. Все прячутся, получить обратную связь практически нереально. ЖК Томилино парк корпус 18, секция 4. Весь дом заселён кроме нашего подъезда. Нам не...
 Сам ЖК неплохой
 Сервис отсутствует от слова совсем. Все врут",1.0,samolet,otzovik
1597,hehactbe,2022-07-07,"Отвратительный застройщик! Когда ему нужно получить деньги, впарит что угодно! А потом будет посылать и игнорировать! Просрочки по проектам больше полугода (даже не в связи с короной, а значительно позже), а когда объявили об отсутствии...
 Нет
 Недобросовестность, просрочка, игнорирование, отвратительное качество, ложь, кидалово",1.0,samolet,otzovik
1598,Алексей-Алексеев,2022-05-09,"НЕ ЗВОНИТЕ В Самолёт!!! Я позвонил всего один раз, узнать стоимость квартир, для сравнения, и теперь они звонят мне в день по 2-3 раза с разных номеров!!! как КОЛЛЕКТОРЫ(((и всё пытаются навязать жильё в разных...
 Я не искал.
 Ужасно навязчивый персонал.",1.0,samolet,otzovik
1599,Dashuta11,2021-11-15,"На данный момент дольщики 3 очереди строительства ЖК Пригород Лесное вот уже 5-ый месяц ждут свои квартиры и ключи. Крайний срок передачи объекта 30.06.2021, хотя в отделе продаж уверяли, что сдают все раньше и к...
 Были бюджетные цены, теперь и этого нет
 Задержка передачи квартиры на полгода, работа отдела продаж и отдела заселения",2.0,samolet,otzovik
1600,Аноним4174701,2023-06-21,"Оплатил бронь за квартиру, перезвонили и сообщили, что это не квартира, а апартаменты, нигде на сайте этой инф. не было и нет по-прежнему. Возврат залога пообещали в течение 30 (!) дней. Везде возвраты до 3х...
 Нет
 Неверная инф. на сайте, нагло пользуются населением",1.0,samolet,otzovik
1601,GGadj,2023-06-15,"Был договор о продаже своей квартиры и с этих денег покупка у жк самолет. Была устная договоренность с менеджером, что если не успею продать свою квартиру в течение 3х месяцев бронь продлят. Как и было...
 Нет плюсов
 Компания обманщиков и кидал",1.0,samolet,otzovik
1602,Аноним5368664,2023-05-21,"Квартиры отделывают рукожопые строители. Натяжные потолки рваные, ломинат лестницей, дверные коробки кривые, стены кривые, трубы текут. и. т. д Будете принимать квартиры, будьте внимательны, по гарантии ни кто ничего не сделает. На ламинат меняют со...
 Не куда идти,можно жить. Только за эту кривую отделку выплачены наши деньги.
 Всё плохо.",1.0,samolet,otzovik
1603,Elina 1992,2022-12-01,"Никогда не обращайтесь ! Деньги спишут ! И квартиру свою не получите ! Списали деньги полгода назад и до сих пор не получила...
 Нет
 Обманщики",1.0,samolet,otzovik
1604,Kupibiletmudaki,2022-10-30,"Решил приобрести кладовое помещение в м. р. Путилково, пообщался с менеджером, все устроило... После оплаты аванса за бронь, технические характеристики кладовки оказались другими (как мне было сказано: пришла новая информация), но для меня эти изменения...
 Нет
 Дают не достоверную информацию. Динамят...",1.0,samolet,otzovik
1605,Dariya Hajlova,2022-07-19,"Купили квартиру в жк Остафьево. Сделка прошла легко и без всяких заморочек, онлайн. Притензий к менеджеру продаж нет. Он знает свое дело и шикарно работает. Но вот работа самой компании Самолет оставляет делать лучшего у...
 Красивое здание, шикарный двор
 задержка сррков более чем на полгода и ожидается еще больше.",1.0,samolet,otzovik
1606,сталкер федя,2022-06-21,"ЖК ""Молжаниново"" застройщик Самолёт Девелопмент, строят объект на болоте. ЖК будет окружён с одной стороны жд дорогой, с другой ленинградским шоссе, болотом и частным сектором. Место живописное, московская прописка. Над ЖК летают самолеты. Рядом г...
 московская прописка
 болото, вонь, далеко от Москвы, хрущевки",2.0,samolet,otzovik
1607,bartmen1192,2022-04-01,"Все номера не действительны!! +7 (499) 356-32-51, +7 (495) 967-13-13, +7 (916) 161-12-74. 2 городских номера не существуют, 3 номер мобильный это частный номер человека который отношение не имеет к компании Самолет. Когда в поиске...
 Нет
 В тексте всё указал",1.0,samolet,otzovik
1608,Аноним4205235,2021-08-31,"Очень разочаровал застройщик Самолёт!!! 1. Отдел продаж вешает лапшу на уши, по срокам сдачи…купила квартиру в квартале Некрасовка и мне называли сроки март, апрель, что точно передача ключей будет досрочная)) смело при покупке добавляйте +...
 Нет
 Враньё и отсутствие клиентоориентированности",1.0,samolet,otzovik
1609,Леон666,2023-04-10,"При покупке квартиры в жк люберцы обещано много и ничего по факту невыполнено. на сайте дом заселен, а ключи не выдают, только обещают, сроки отодвигают регулярно. за задержку ключей, компенсации не будет ссылаются на мораторий...
 При покупке доброжелательные и обходительные.много обещают. Единственный плюс это метро в пешей доступности
 Сроки нарушены ,ключи невылают.выплаты за нарушение небудет.территория не обустроена хотя на сайте указано ,что дом заселен!!.кругом мусор строительный и бытовой.по телефону говорят ,что вам позвонят и неделают этого.",1.0,samolet,otzovik
1610,Тит Пулеон,2023-03-27,"У них есть проект в МО, называется ""Пятницкие Луга"" возле п. Юрлово и д. Фёдоровка, г. о. Химки. Покупатели квартир и инвесторы должны знать о том что пятницкое шоссе в сторону Москвы не едет вообще...
 используют гастарбайтеров
 Уничтожают природу",1.0,samolet,otzovik
1611,Pride7777,2023-03-21,"Выставили счет 9500 за месяц за однушку. На запросы о перерасчете никто ответить не может, все стрелки переводят друг на друга. Звонят через день напоминают об оплате. Ужас а не...
 Нет
 Один большой минус",1.0,samolet,otzovik
1612,Борис555777,2023-03-18,"Ужасное отношение к покупателю. Единственное место, где к тебе относятся по-человечески это отдел продаж. Отдел заселения. это вообще самое ужасное место этой компании. Сотрудники вообще не знают свою работу, хамят, не знают, что головной офис...
 Плюсов нет
 Один большой минус. Не советую обращаться в эту компанию. После того как вы отдали деньги за покупку, с этого момента вы никому не нужны",1.0,samolet,otzovik
1613,Полет77,2023-01-27,"Квартира не получена к сроку. Сотрудники Самолета врут, сама компания просрочив выполнение своих обязательств даже не удосуживается сказать извините и сроки сдачи...
 Пока не увидела
 Описала ниже",1.0,samolet,otzovik
1614,am1970,2022-08-11,"При выдаче ключей от моей квартиры в ЖК Остафьево, менеджер Князе*а Ека*** смогла полностью испортить мое впечатление о компании Самолёт! Мало того, что она используя ложные предлоги, навязывала нам дополнительные услуги. Она позволяла себе грубо...
 Нет
 Хамство и не профессионализм",1.0,samolet,otzovik
1615,shihuandi2006,2022-07-04,"Получила я свою долгожданную двушку в Большом Путилково Просторная 9. Просрочили сдачу на пол года. Не смотря на то, что покупала без отделки, но и это нормально передать не смогли. Пробита балконная дверь. Пол года...
 Для меня их уже нет
 Нет обратной связи. Не устраняют недостатки",1.0,samolet,otzovik
1616,сталкер федя,2022-06-13,"Застройщик ""Самолет Девелопмент"". При покупке квартиры от застройщика соблазнили проекты дальнейшего развития микрорайона, менеджеры в офисе продаж в Химках, на Тепличном проезде просто соловьём заливались, но на деле построили пять многоэтажных домов, на склоне, всего...
 не знаю, встаю в 5.00 приезжаю в 22.00, просто ночую
 нет инфраструктуры, школы, сада, нормального транспорта",2.0,samolet,otzovik
1617,Aleksandramvchan,2022-05-25,"Приобретала квартиру у застройщика ""Самолет"", офис продаж красивый, презентация о ЖК замечательная, менеджеры и сотрудники приветливые, но как только вы подписываете контракт, то отношение резко меняется: документы швыряют, на звонки не отвечают, игнорируют сообщения, негативное...
 Красивый офис
 Отношение к клиентам после сделки",1.0,samolet,otzovik
1618,sergeysmir777,2021-10-17,"Добрый день, хочу поделиться, как на самом деле обстоят дела с жк Горки парк в Коробово. В пруд все местное население сливает мочу, вонь стоит вокруг, особенно весной и самое главное пробки последний год по...
 Нет
 Транспортная доступность",1.0,samolet,otzovik
1619,tasha1908,2023-01-18,"Купили квартиру в начале мая 2022г за наличку однушку. Стройку задерживают на год, на все мои попытки выйти на ответственных людей, либо того, кто ответит на вопросы, просто не возможно. Берут номер, говорят ""перезвонит вам...
 Возможно купить квартиру дистанционно
 Задержка стройки Не перезванивают и не выходят на связь",1.0,samolet,otzovik
1620,Аноним4858106,2022-08-23,"Сегодня, 23 августа, Пригород Лесное был оставлен с 14-00 и до 21-00 ( возможно, и до утра, сейчас 21-00) без электричества, горячей и холодной воды. Плиты у нас не газовые, а электрические. Это значит, что...
 Жильё здесь дешевле чем в других районах МО
 Вечные пробки, страшные пробки на въезд в Пригород, звукоизоляции в квартирах нет совсем",1.0,samolet,otzovik
1621,Аноним4765985,2022-07-01,"Компания не клиентоориентированная, на запросы и жалобы абсолютно не реагирует и не отвечает. Постоянно обманывает по срокам сдачи, по материалам. Ужасное качество отделки. Переделывать ничего не хотят. В квартире в Остафьево, которая должна быть сдана...
 Нет
 Во всем",2.0,samolet,otzovik
1622,999SRR999,2022-04-14,"Господи, продавать 1 комнатную квартиру а рекламировать ее как будто это двушка вы серьезно??? А двушку вы считаете трешкой???!!! Интересно с какого времени Кухня стала комнатой?! Судя вашей логики студия это однокомнатная квартира а что...
 Никаких
 Цены,и «гении маркетинга»",1.0,samolet,otzovik
1623,Iritta,2021-12-20,"Добрый день! 19.11.2021 у меня прошла сделка по квартире в Пригороде Лесное. Мой менеджер по сделке был Великанов Даниил Сергеевич. Хочу оставить отзыв о его работе. На мой взгляд, менеджер застройщика должен сопровождать клиента на...
 Цена
 Сопровождение сделки из рук вон плохо. Никаких советов, пояснений, помощи, минимум информации.",2.0,samolet,otzovik
1624,447788ooaa,2021-03-10,"Добрый день. Всем кто планирует приобрести недвижимость у застройщика ""САМОЛЕТ"" ЖК Остафьево будьте внимательны!!!!! Я не советую. Приобрели квартиру в январе 2019 года и до сих пор ключи не получили. Сегодня 10 марта 2021 года...
 Новый район, должны быть сады и школы, экология, планировалась экономия по цене, но 2,5 года на съёмной квартире и ипотека все перечеркнули
 Отношение застройщика к дольщикам, пока не развита инфраструктура, нет поликлиники, нет бассейна и спортивной школы для детей",2.0,samolet,otzovik
1625,p4wl,2020-12-23,"1. Проблемы с водоснабжением, снимаю квартиру в доме, построенном самолетом, время от времени случаются течи в стояке, разумеется, для устранения этих течей стояк перекрывают. 2 Самолет вообще не думает о парковках, дома строятся вообще без...
 Пока не вижу
 Полно",1.0,samolet,otzovik
1626,Tatami-t,2022-05-24,"Никому не рекомендую связываться с ГК Самолёт. ЖК Остафьево, вторая очередь- задержка выдачи ключей на пол года. И квартиры ещё в бетоне в некоторых секциях. А где и сделана отделка, хуже некуда. И прогресса не...
 Нет
 Задержка выдачи ключей, отделка отвратительного качества",1.0,samolet,otzovik
1627,Nattie0308,2021-05-24,"Самый ужасный застройщик, с которым приходилось сталкиваться! Моя бабушка купила квартиру в Девяткино, Воронцовский бульвар, квартире нет ещё и года, а она вся сыпется! И не надо говорить, что дом ""усаживается"", дело в кривых руках...
 Их нет.
 Вся компания-один сплошной минус",1.0,samolet,otzovik
1628,Batlex,2020-07-06,"Я приобрёл квартиру в ЖК Томилино Парк по адресу ул. Крымская 12/11. На этапе заключения сделки сотрудники ГК Самолёт очень активные - отдел продаж на хорошем уровне. Но когда возникают вопросы после заключения сделки, тут...
 Приемлемые цены.
 Отвратительное качество отделки, применение самых дешёвых материалов, отвратительное отношение к клиентам после заключения сделки.",1.0,samolet,otzovik
1629,Romanova Yuliya,2022-04-12,"Группа Самолёт безобразно относится к жителям, которые уже приобрели недвижимость. Решение элементарного вопроса по заявке не решается уже больше месяца. Нагло берут заявку в работу и через минуту заявка закрыта без решения проблемы. Комментарии по...
 нет
 УК отказывается решать проблемы жителей",1.0,samolet,otzovik
1630,Kristebra,2022-01-19,"Никому не рекомендую данного застройщика! Со сдачей квартир большие задержки! Купила квартиру в 2020 году со сроком сдачи октябрь 2023 г. В итоге прошел год, обнаружились какие-то проблемы с проектом, внесли изменения, разослали всем дополнительное...
 Красивый внешний вид домов
 Не соблюдение сроков сдачи, Несоблюдение сроков выплаты неустойки",1.0,samolet,otzovik
1631,All truth,2021-12-07,"Цена указанная в объявлении не соответствует действительности, в процессе ""продажи"" увеличивается, вы ни когда не будете знать точной стоимости квартиры, потом сюрприз будет). При этом стоимость оказывается значительно выше рыночной и весь смысл экономии на...
 Нет
 Отсутствие достоверной информации для покупателя",1.0,samolet,otzovik
1632,Moonzet,2021-11-27,"Менеджеры безбожно врут, только бы втюхать вам кв. 1. Обещали, что в стомость квартиры включен умный дом с одним набором функций, по факту будет полоумный дом, если хотите остальные функции - покупайте, велкам. Обещали машиноместа...
 их нет
 говорят неправду, обещают одно, по факту другое",1.0,samolet,otzovik
1633,Vikysichka2010,2021-10-24,"Хочу рассказать о застройщике «Самолёт». Купили квартиру в ЖК «Люберцы». Ключи дали с задержкой на 10 дней, но это цветочки. При осмотре квартиры, были обнаружены замечания: кривые стены (очень кривые, видно не вооруженным глазом), отсутствует...
 Отсутствуют
 Отделка не качественная, исправлять строительные недостатки не собираются.",1.0,samolet,otzovik
1634,dolchik-ostafevo,2021-04-20,"ЖК Остафьево Срок получения ключей по договору ДДУ 30 ноября 2020 г. На дворе 20 апреля 2021 и все никак, кормят нас завтраками, обедами и даже ужинами. Ничего сказать не могут или не хотят по...
 Крупный застройщик, но плюс ли это в той ситуации, с которой мы столкнулись‍♀️
 Не соблюдают условия договора и указанных сроков",1.0,samolet,otzovik
1635,ВероНикаАлекс,2021-04-02,"КОМПАНИЯ ИСПОРТИЛАСЬ ДО УРОВНЯ СУ-155. УЖЕ ПОЖАЛЕЛА ЧТО СВЯЗАЛАСЬ С САМОЛЁТОМ!!! КАК БЫ ИХ НЕ ЖДАЛА ТАКАЯ ЖЕ УЧЕСТЬ... Купила квартиру у Самолёта в ""Томилино Парк"" в 2019г. по ДДУ. По плановым срокам сдача корпуса...
 дома монолит с кирпичом и хорошие планировки, в отличии ПИК
 дальше отдела продаж нет работы с участниками. затягивание сроков сдачи. вовремя не сдают инфраструктуру.",1.0,samolet,otzovik
1636,Дмитрий копысов,2019-10-27,"Купили квартиру, ремонт сделан так, что опасно жить. Уродливый ремонт сотрудники компании назвали вполне приемлемым и замечания принимать отказались. Затем прислали односторонний акт, но при этом кьючи отдавать не хотят, требуют подписать акт в котором...
 Река рядом, липовая рощя рядом.
 Вообще негде парковать машину, машиноместо стоит дорого+ подвалы заливает грунтовыми водами, снаружи дома еще ничего, но внутри никакого класса комфорт, это голимый эконом,",1.0,samolet,otzovik
1637,Irencho7,2022-02-21,"Покупаешь готовую квартиру, чтоб заселяться, и обещают выдавать ключи на днях прям, проходит больше месяца и ты даже ключи не получили, и отдел заселения даже и не париться об этом, кормит обещаниями мол ждите. Знали...
 Только любезный менеджер.
 Честно пожалели уже,увидев двор,где нет мест для парковки вообще,и платных тоже нет",2.0,samolet,otzovik
1638,Witcher26,2021-10-15,"Ждем квартиру в 3-й очереди ЖК ""Пригорода Лесное"" уже который месяц? после даты окончания срока в ДДУ. При покупке менеджеры ссали в уши, что дома будут сданы в раньше срока в феврале-марте 2021 года. Ввод...
 нет
 Зря потраченные деньги и нервы. Устанете платить за аренду жилья",1.0,samolet,otzovik
1639,Бублик1,2021-09-23,"Уважаемая компания, вы, пожалуйста, отправьте на обучение своих сотрудников как необходимо общаться/разговаривать/ переписываться с людьми. Ваши сотрудники как никак лицо Вашей компании. Вы не делаете одолжение когда сотрудничаете с той или иной компанией. Вы не...
 Хамство перекрывает ваши плюсы
 Невоспитанные сотрудники",1.0,samolet,otzovik
1640,VadimVlad1980,2021-09-10,"Добрый день, Отправляли в данную ""организацию"" коммерческое предложение курьерской доставкой с Владивостока. Отказались брать со словами, что они ""не ждали от этого отправителя письма"". Другие компании спокойно получили корреспонденцию. Не рекомендую с ними...
 не знаю есть ли они вообще
 отсутствие деловой этики, заносчивость и гиперважность",1.0,samolet,otzovik
1641,Kristin2552,2021-02-01,"[цензура] и обманщики. Купили квартиру в ЖК Остафьево, по ДДУ ключи должны были быть переданы с апреля по ноябрь 2020 года. Сейчас февраль 2021 - ключами и не пахло, кормят завтраками. До сих пор не...
 Нет
 Обман по ДДУ Наплевательское отношение к дольщикам Подкупают телевидение, чтобы не портили им рекламу Лжецы и подлецы",1.0,samolet,otzovik
1642,asanova17021988,2022-04-12,"Внимание покупателям недвижимость в ЖК Остафьево!!! В 300 м от ЖК строится бетонный завод. В офисе продаж это не озвучивают. не приобретайте там квартиру, ваши дети будут дышать этой...
 плюсов нет, портят воздух.
 одни минусы, транспорта нет, еще и воздух начали портить. Не рекомендую!!!!",1.0,samolet,otzovik
1643,Ледокол ШААГДАЛ,2021-07-07,"Мало того, что под видом квартир и по цене за элитное жильё продают апартаменты без прописки, так ещё такие назойливые - как голодные собаки!!! И блокируешь и отказываешься с ними далее говорить - настойчиво названивают...
 Агрессивная реклама
 Реклама не соответствует реалиям",1.0,samolet,otzovik
1644,oleg ryazantsev,2021-07-07,"По отключению электроэнергии в ПВЗ Озон была оформлена заявка №318108. Долго припирались с аварийной диспетчерской службой, и только после оплаты 500рублей, пришёл электрик и в своём распределительном шкафу включил автомат защиты. ЖЛОБЫ!!! Оформили заявку, как...
 Звоня в аварийную службу, будьте готовы что ваш номер просто заблокируют.
 Из-за безответственного отношения аварийных служб пострадали клиенты и репутация ПВЗ Озон.",1.0,samolet,otzovik
1645,Илья24021985,2020-07-24,"Пытаюсь с ними судиться. Из меня пострадавшего делают виновного! Два года пользовались моими деньгами, после разрыва дду, Прочили сдачу на 9 месяцев от обещанной первоначально и на 4 от даты указанной в ДДУ. вернули только...
 нет
 Постоянно врут. Чувствуют себя неприкасаемыми. Нарушают сроки передачи ключей. Экономят на всём за счёт покупателей!",1.0,samolet,otzovik
1646,Оксана1709,2020-05-18,"Всем доброго времени суток! Я очень мечтала о своем уголке. Не важны были размеры, и отдаленность особую роль не играло. Понимала, что лучше взять ипотеку и жить в своей квартире, чем платить более двадцати тысяч...
 дешево
 ужасный ремонт, лучше бы вообще не делали",2.0,samolet,otzovik
1647,Тат Сл,2020-05-13,"Купила в ипотеку квартиру во второй очереди район Пригород лесное. Снимаю жильё и плюс плачу ипотеку с июня 2018 года, 31 марта 2020 был конечный срок сдачи дома. Дом не готов, был на 31 марта...
 Нет
 Задержка сдачи квартиры.",1.0,samolet,otzovik
1648,Аноним3968232,2021-04-28,"Хамство отдела заселения не знает границ, в срок не сдают дома врут на каждом шагу, навязывают приёмку без осмотра, сервис...
 Нет плюсов
 Отвратительная компания",1.0,samolet,otzovik
1649,Максимус987,2021-03-05,"Не слушайте менеджеров, оставляя залог нужно быть на 100% уверенным в покупке !!! Деньги не возвратные если банки одобрили, а вы передумали. Менеджеры говорят, что возвратные. Не красиво поступают. Итог...
 Кофе бесплатное
 Томилино , птицефабрика , фекалий домашних питомцев , кладбище , возможно постройка ещё одной эстокады Лыткарино - железнодорожный - Балашиха . Тогда комплекс будет в кольце дорог",1.0,samolet,otzovik
1650,Аноним3731046,2021-01-23,"Купила квартиру в ЖК Остафьево в октября 2018 года, срок сдачи со второго квартала 2020 не позднее 30 ноября 2020 года. На дворе конец января 2021 года и застройщик отмалчивается по какой причине не может...
 Меркнут все плюсы
 Затягивание сроков сдачи, и отделка в квартирах",1.0,samolet,otzovik
1651,Ларри237,2020-12-02,"На сайте этого застройщика много вранья! Лучше не покупаться! Приобрели квартиру по ДДУ в 2018 г. Должны были сдать 1 очередь в марте 2020 г., этот срок прописан в ДДУ - он нас устроил. Сейчас...
 То, что обещали
 От обещаний осталось 50%",1.0,samolet,otzovik
1652,Аноним3503322,2020-10-21,"Приобрела квартиру в ЖК ""Пригород Лесное"" и очень сожалею, мало того что каждый день чувствуем отвратительный и зловонный запах от рядом стоящего завода АО ""Москокс, который травит наших детей и еще не известно как скажется...
 недорогая цена за квартиру
 рядом вонючий завод АО ""Москокс"", нет дороги, ломаются лифты",1.0,samolet,otzovik
1653,Denis Mishkin,2020-07-15,"Приобрел апартаменты на этапе строительства в 2018 в ЖК Самолет (деревня Раздоры). Сроки сдачи отодвинулись более чем на полгода. Отделка оказалась плохая, очень дешевая и сплошные ""косяки"", все кривое. Местные строители сказали, что не повезло...
 Расположение
 Отношение к покупателю, после оплаты",2.0,samolet,otzovik
1654,Л-Л,2020-06-29,"Я пенсионерка, 82 года. Жила в однокомнатной квартире в центре Москвы. ""Купилась"" на рекламу в 2018 году на баннерах Москвы о квартирах в Компании ""Самолет"" от 19000 рублей. Пенсия не большая, у меня было три...
 Вежливый персонал, бесплатный кофе и горячий шоколад из автомата в отделе продаж. Шоурум. Уютный офис. Симпатичные квартиры, новые лифты и подъезд красивый. Дворики и инфраструктура вокруг дома приятная.
 Компания не выполнила обещаний по срокам сдачи. Выдала ключи, не вписав дом в Росреестр.",1.0,samolet,otzovik
