Name,Date,Review,Rating,Developer,Website,Sentiment
Эльвира Панова,2024-12-02,"Подбирала квартиру по цене, по месту расположения, ну и в целом чтоб застройщик был надежным. Обратились в А101, все оформили очень быстро, квартиру предложили недорогую, но с очень хорошей планировкой. Срок сдачи – следующий год, задержек быть не должно, так как уже все почти достроили.",5,А101,Novostroev,-1
Карина Евсеева,2024-11-28,"С застройщиком понравилось работать. Я все вопросы решала через менеджера Марию, очень адекватная, предложила сразу несколько классных вариантов, консультировала буквально 24/7, в итоге подобрала нам то, что нужно. Спасибо большое.
Достоинства: очень вежливые менеджеры
Читать полностью",5,А101,Novostroev,1
Евдоким,2024-11-10,"С этим застройщиком уже несколько раз имел дело, всегда все максимально честно, буду и еще обращаться. И даже уже знакомым своим рекомендовал.",5,А101,Novostroev,1
Алик,2020-12-24,"Застройщика выбирали по отзывам, смотрели объективные, а не те, что, типа, розетка отвалилась, всё пропало. Розетки, кстати, в норме))) менял прокладку в кране резиновую, больше замен никаких не делал. Соседка жаловалась, что окно туго открывается, сделала заявку, пришли на следующий день, подкрутили. По крупняку не слышал, чтобы были ситуации, а мелочи за день исправляют.",5,А101,Novostroev,0
Злата,2024-11-09,"Я трусиха жуткая, поэтому так стрессанула на фоне покупки квартиры, жуть. Было бы хуже, наверное, если бы не в А101 покупала. Тут поддержка клиентов колоссальная. На всех этапах менеджер постоянно на связи. Не знаю, как они так работают, но я писала и звонила даже поздно вечером, всегда мне отвечали.
Недостатки: нет
Читать полностью",5,А101,Novostroev,0
Семья Голиковых,2020-11-26,"Мы уже въехали в квартиру в июне. Читаю отзывы, думаю, что вирус всем крыши посносил, как люди переживают и дергаются. Нам задержали выдачу ключей на месяц, о чем уведомили. Но ключи получали все. Сам в прошлом строитель, квартиру свою принимал тщательно, пока без особых проблем все. Звукоизоляция обычная, тепло, сухо, не воняет строительными смесями. По расположению тоже нормально до метро добраться и до города спокойно можно. утром пару раз стоял в пробке, около получаса. Вечерами мб не застаю пробок, пока не стоял.
инфраструктура
нет
Читать полностью",5,А101,Novostroev,-1
Юра,2024-07-17,"По количеству вводимого жилья за первый квартал этого года МР вошел в топ-10.Я аналитик по профессии, поэтому могу сказать, что таких высоких показателей можно достичь только при полном соблюдении сроков. Следовательно, свои объекты МР сдает без задержек.",5,MR Group,Novostroy-m,-1
Олег,2024-06-19,"Работают по трейд ину и рассрочке, и правильно. У каждого свои финансовые возможности и предпочтения. Я вот, например, ни за что ипотеку при покупке квартиры брать не буду, только рассрочка.",5,MR Group,Novostroy-m,0
Лариса,2024-05-30,"Когда не говорят ничего плохого, это уже хорошо. Про МР групп слышала только хорошее: то награду возьмут, то опять в топ застройщиков Москвы влючат. А больше ничего.",5,MR Group,Novostroy-m,1
Ирина,2024-05-23,"Недавно была на конференции, понравилось выступление представителя МР Групп. В рамках мероприятия были освещены вроде бы такие понятные моменты, как важность строительства школ и садиков в новых комплексах. Только это не все делают. А МР групп в своих проектах делает на это большой упор.",5,MR Group,Novostroy-m,1
Артем,2024-04-23,"Застройщик дает адекватный ценник за кв.метр. Причем у МР в цену входит отделка: базовая или готовая. Это очень удобно, если берешь ипотеку.",5,MR Group,Novostroy-m,1
Саша,2024-04-19,"МР Групп строит в разных сегментах: бизнес, премиум, комфорт. Если глянуть сданные дома, можно сказать, что одинаково хорошо у него получается работать в таких разных направлениях.",5,MR Group,Novostroy-m,1
Саша Е.,2024-04-17,"МР групп все делает с умом. Если выводит на рынок новый жилой комплекс, то полностью продуманный. Со своей инфраструктурой, удобными выездами и заездами. Так же учитывает, что многие переезжают с детьми: открывает садики, школы. Мы на комплекс от Мр в первую очередь обратили внимание именно из-за этого.",5,MR Group,Novostroy-m,1
Артем,2024-03-22,"Квартира с видом на реку в доме премиум-класса - это то, что я хотел. Брокер подобрал мне 4 вварианта, я выбрал City Bay. Подходящие сроки сдачи, застройщик и расположение перевесели чашу весов в пользу этого ЖК.",5,MR Group,Novostroy-m,1
Пользователь,2024-02-08,"Очень ждем сдачи Noble, это клубный дом от МР Групп в районе Филевского парка. Совсем скоро (хотя понятие времени у всех относительно, но я так считаю) сможем переехать в свою новую квартиру, причем заниматься ремонтом не придется, мы приобрели жилье с мр-рейди отделкой.",5,MR Group,Novostroy-m,0
Андрей,2023-12-28,Крупная надежная компания-застройщик!,5,MR Group,Novostroy-m,0
Дарья,2023-07-28,"Проекты застройщика становятся победителями на различных конкурсах уже не первый год. МР заслуживает высокой оценки за свою способность строить качественные дома и благоустраивать территории вокруг них. Каждый проект застройщика - это не только красивое здание, но и пространство, где приятно находиться и жить",5,MR Group,Novostroy-m,1
Дима,2023-07-26,"Еще на стадии первого этапа жилого комплекса Метрополия он привлек наше внимание. Мы смогли посетить экскурсию с женой, и нам очень понравились планировки и внешний вид здания. Все выглядит очень современно и стильно. Особенно красиво выглядят переливающиеся фасады.",5,MR Group,Novostroy-m,1
Инна,2023-07-21,"Переехали в новую квартиру совсем недавно, успели прямо перед майскими праздниками. Район пока изучить не успели, но что вокруг увидели - понравилось. Рядом станция метро и большой зеленый парк, можно ходить прогуливаться с детьми. Соседи, с которыми успели познакомиться, доброжелательные и милые, всегда здороваются.",5,MR Group,Novostroy-m,1
Жанна,2023-06-29,"взяли квартиру в третьей очереди Селигер Сити. О MR впечатления остались исключительно положительные. Понравилась система лояльности застройщика, которая помогла прилично сэкономить",5,MR Group,Novostroy-m,1
Евгений,2023-06-28,"Недавно был в офисе продаж МР Групп. Понравился профессионализм сотрудников - наше общение было ненавязчивое, менеджер подробно рассказал про объект, который меня интересовал (Слава), ответил на все мои вопросы. Тогда я еще присматривался к ЖК, так им честно и сказал, что подумаю. Пока я думал меня никто не беспокоил, в отличие от конкурентов, которые были весьма назойливыми. По ряду факторов, в том числе и человеческом, в итоге я выбрал мр.",5,MR Group,Novostroy-m,1
Евгения,2023-06-26,"Хочу купить новую квартиру и присматриваюсь к MODу. Интересный внешний вид, стильные МОПы, современное решение. Ну и самый главный плюс - это расположение. Я работаю на Савеловской, летом/весной/осенью можно будет прогуливаться по утрам и вечерам - и для здоровья полезно, и голову проветрить можно. Скоро вот поеду в офис продаж, поговорю с менеджером, уточню все нюансы. Но так-то на сайте я уже нашла квартиру, которая мне нравится. Если все сложится, сразу ее забронирую)",5,MR Group,Novostroy-m,0
Олег,2023-06-01,"В 2020 году взял у МР для себя квартиру. И остался ей полностью доволен. Все было сделано в точности так, как оговорено в договоре. Качество проделанных работ было очень высоким. Если и были мелкие недочеты, то пообщавшись с представителем застройщика, нам удалось решить все вопросы. Советую МР как надежного застройщика, делающего качественное жилье.",5,MR Group,Novostroy-m,1
Ульяна Казарян,2023-05-13,Покупали квартиру у Метриум…. Жк Дискавери парк. Хочу поблагодарить Ионову Галину за очень грамотную и быструю работу .. работник От Бога и очень хороший специалист своего дела …. Всем советуем..,5,MR Group,Novostroy-m,1
Светлана,2023-05-02,"Мы вложились в Селигер Сити на первоначальном этапе и ни разу не пожалели. Очень пронравилась концепция комплекса, что у каждого корпуса свое название. Плюс архитектура - очень сдержанная, но стильная и отличающаяся от домов вокруг. Большое внимание уделено озеленению и благоустройству территории.",5,MR Group,Novostroy-m,1
Кирилл,2023-04-27,"Когда выбирал квартиру в Москве видел много достойных предложений от мр групп. Вообще проекты у них интересные - развитая инфраструктура, облагороженная территория, качественные материалы и современные инженерные решения. Удалось посетить несколько ЖК - Селигер, Фили, Метрополия. Персонал вежливый и высококвалифицированный. В целом там мне все понравилось.",5,MR Group,Novostroy-m,1
Саша,2023-04-26,"Многие из последних проектов МР меня радуют своей архитектурой. Получается делать уникальные, но при этом узнаваемые дома. Больше всего меня привлекает Hide, MOD и Noble. Да, я знаю, что они все очень разные и по содержанию и по виду, но что поделать, сердцу не прикажешь ???? Здорово, что команда не просто возводит панельки как на заводе, а старается подойти к каждому проекту с душой, чтобы он аккуратно вписывался в контекст района. Это похвально",5,MR Group,Novostroy-m,1
Олег,2023-04-03,"MR Group - это надежный застройщик, который выполняет все свои обязательства в срок и с высоким качеством. Компания предлагает широкий выбор жилых комплексов, которые отличаются современным дизайном и удобствами для жизни. Сотрудники MR - это отдельная история. Они профессиональны и отзывчивы, всегда готовы помочь своим клиентам и ответить на все вопросы.",5,MR Group,Novostroy-m,0
Кристина,2023-03-31,"МР создает много интересных и разнообразных проектов - начиная от премиальных клубных домов и заканчивая тихими жилыми кварталами на берегу реки. Вот Эко Видное 2.0 как раз мой фаворит, очень меня привлекает размеренная и спокойная жизнь и соответствующая обстановка. Вокруг есть все необходимое для жизни - продуктовые, кофейни, аптеки, разные студии. Плюс до Москвы добираться совсем близко и удобно, если в распоряжении есть машина. Присматриваю себе сейчас там квартиру и надеюсь, что в ближайшее время получится совершить сделку)",5,MR Group,Novostroy-m,1
Алина,2023-03-30,"Перед покупкой своей собственной квартиры я долго мониторила информацию о разных застройщиках в интернете. О МР было большинство хороших отзывов, поэтому я выбрала эту компанию. Сейчас в портфеле организации много интересных объектов которые уже построились и которые еще находятся в процессе строительства. Для себя я выбрала ЖК MOD, потому что больше всего понравился по расположению и по концепции.",5,MR Group,Novostroy-m,1
Ангелина,2023-03-29,"Мой процесс покупки квартиры был весьма легким и не напряжным. На первой встрече мой менеджер рассказал все про комплекс, квартиру, компанию, помог выбрать подходящий вариант и забронировать его. Так как это была моя первая ипотека, сотрудник мр подсказал куда и как дальше двигаться. Во время сделки все время мы держали связь в мессенджерах, так что я не боялась, что чего-то не пойму или что сделаю что-то неправильно. Это было невозможно с такой поддержкой компании. В итоге сделка оформилась быстро, сейчас просто выплачиваю ипотеку и жду своих ключей. Если возникают вопросы, я просто их задаю и получаю ответ.",5,MR Group,Novostroy-m,0
Саша,2023-03-28,"У МР действительно много достойных проектов, но мой любимчик среди них - это Noble. Стильный, сдержанный и гармоничный фасад, алый сад, дизайнерские лобби... Панорамные окна, удобные планировочные решения, дизайнерская отделка. На мой взгляд это пример высшего пилотажа в строительстве.",5,MR Group,Novostroy-m,1
Андрей,2023-03-24,"Купил дочери квартиру в корпусе ""Кандинский"" - это в Селигер Сити. В следующем году она заканчивает мед, решил сделать ей вот такой подарок. Я выбирал застройщика, исходя из репутации компании, реализованных проектов, премиям и наградам. Поэтому остановился на Селигере. Уверен, что дочь оценит панорамные окна (и виды на город), хорошую инфраструктуру и архитектурные решения.",5,MR Group,Novostroy-m,1
Ира,2023-03-17,"Я терпеть не могу старые дома. Воротит от этих грязных подъездов. В новостройках, конечно, совсем по-другому. Подруга с мужем живут в Селигер сити, у них все здорово и красиво. Газон, хорошая детская площадка. Застройщик молодец, побольше бы ему возможности строиться, чтобы везде такая красота была",5,MR Group,Novostroy-m,1
Любовь,2023-03-09,"Перед Новым годом сделали себе с мужем подарок - вложились в квартиру в небоскребе Famous. Нам понравилась самодостаточность и инвестиционная привлекательность дома. Уверены, что когда захотим продать потом квартиру сделаем это выгодно, потому что район хороший, застройщик надежный и крутая концепция. А пока буду думать о том, каково это просыпаться с панорамными видами на Москву",5,MR Group,Novostroy-m,1
Александр,2023-03-06,"У меня бабушка всю жизнь прожила в маленькой деревне под Одинцово. В какой-то момент дом начал давать слабину, то тут то там нужно было приложить руку, но не критично. Со временем протекла крыша пошла большая трещина по стене и полу пришёл конец. Ремонтировать нет смыла. Продали участок с домом. Я добавил и купил квартиру в эко видное. Бабуля рада и очень благодарна, теперь живет в цивилизации, но рядом с природой.",5,MR Group,Novostroy-m,0
Яна,2023-02-20,"Подобрала для себя квартиру в комплексе Symphony 34. Отталкивалась от расположения комплекса и надежности застройщика. МР как я слышала у всех на хорошем счету. Качество строительства смотрела по уже готовым домам - ездила в Селигер и Метрополию, все понравилось. Плюс несмотря на то, что компания строит много комплексов одновременно, все они сдаются в срок, а значит, что в компании все хорошо. Теперь жду ключей и заселения",5,MR Group,Novostroy-m,1
Кристина,2023-02-16,"Лично мне нравится в МР, то как они относятся к благоустройству пространств вокруг своих домов. Помимо, стандартных уже, дворов без машин везде есть ландшафтный дизайн, зелень, детские площадки.",5,MR Group,Novostroy-m,0
gayane.emelyanova,2023-02-13,"Прежде чем купить квартиру я ездила в офис продаж МР групп, общалась там с приятной девушкой менеджером, но к сожалению не запомнила её имени. Офис продаж был очень светлый и комфортный. Работа менеджера была вежливой и профессиональной. Она рассказала нам про самого застройщика, про выбранный нами ЖК, про доступные варианты планировок и квартир. После мы рассчитали ипотеку, я поняла, что это то, что нужно. Теперь я счастливая обладательница квартиры в Селигере, принимаю поздравления!)",5,MR Group,Novostroy-m,1
Белов,2023-02-10,"Хочу взять квартиру в ЖК MOD. Сейчас нужно решить один финансовый вопрос, потому что хочу взять квартиру без ипотеки и прочей лабуды. Нравится этот район из-за развитой инфраструктуры - рядом большой тц, станции метро, банки, больницы и вообще все есть в этом районе. Плюс отдельного упоминания заслуживает внешний вид дома. Для меня он прям близок к идеальному, в котором я хочу жить.",5,MR Group,Novostroy-m,1
Алена,2023-02-07,"Из-за того что МР крупный застройщик, как я думаю, он может привлекать клиентов за счет скидок и акций. Я лично воспользовалась программой трейд-ин, и купила квартиру в Селигере с отличной скидкой.",5,MR Group,Novostroy-m,1
Пользователь,2023-02-06,"Я как раз недавно помогала младшему сыну в покупке квартиры. Сын выбора - ЖК от МР Групп. Что мне сразу понравилось: люди работающие там отличные, грамотные специалисты, все делаю быстро и четко без лишних разговоров. Меня это удивляет потому, что я помогла в покупке остальным своим детям, а там были другие застройщики и разница заметная. Плюс среди знакомых только положительные отзывы от застройщика. Так что нет причин ему не доверять.",5,MR Group,Novostroy-m,1
Макс,2023-02-03,"Тем кто ищет квартиру советую зайти на сайт застройщика - там правда большой выбор квартир на любой вкус и кошелек, как говорится. достаточно подробно описаны все комплексы, сразу можно понять что тебе по душе, а что нет. Еще у них много информации в соц сетях, но там больше про куда сходить поужинать, где ближайщие музеи и все такое, но тоже любопытно",5,MR Group,Novostroy-m,1
Пользователь,2023-01-27,"Это ведь крупные застройщики создают тренды на строительство. И лично я рад что МР таковым является. Видно, что они строят на долгие годы, хотя бы по архитектуре, дома будут хорошо смотреться через года, не то что некоторые более ранние постройки",5,MR Group,Novostroy-m,1
Макс,2023-01-17,Как же круто будет смотреть новые башни возле Сетуни. По концепции должно быть интересное пространство,5,MR Group,Novostroy-m,0
Александра,2023-01-16,"Приобрела квартиру в Фили Сити с расчетом на то, что буду ее сдавать и прявится дополнительный заработок. Когда пришла на приемку стало как-то жалко делиться, решила первое время пожить сама и обустроить там все под себя)) Буду сдавать свою старую квартиру, а в новой жить сама и вдохновляться на новые начинания)",5,MR Group,Novostroy-m,0
Пользователь,2023-01-16,"Смотрел на сайте проекты и заметил одну интересную особенность, что почти в каждом комплексе есть подземный паркинг с плюшками: зарядкой для электромобиля, келлерами, тележками для разгрузки и проч. Это не может не радовать",5,MR Group,Novostroy-m,1
Сашок,2023-01-09,"Я брал квартиру в Павелецкой на старте продаж, цена получилась более чем приемлемой. Наверное такой вариант не подойдет для тех, кто снимает квартиру - получится, что одновременно вы будете платить за две. Но у меня уже есть своя жилплощадь, ипотека меня особо не обременяет, денег хватает и на жизнь, и на путешествия. Сейчас заметно выросли цены, надо в следующий раз короче брать сразу две квартиры, а ближе к сдаче вторую продавать",5,MR Group,Novostroy-m,0
Катерина,2022-12-26,"Заметила, что застройщик пытается найти лучший из доступнных вариантов земли, где будет строится дом. Поэтому получается, что с транспортной доступностью, экологией, инфраструктурой у ЖК обычно все хорошо. Во всяком случае, я жалоб не слышала",5,MR Group,Novostroy-m,1
Ан,2022-12-08,"после того как приехала на днях в москву , давно не была , точнее год и оставила ук заявку на решение проблемы , и она конечно же за год не была решена , решила написать оду про этого застройщика , а точнее девелопера , как сейчас модно. Все отзывы на сайте - однозначно заказные отзывы . а вот теперь от реального владельца данного сокровища. Конченная шарага . качество недвижимости просто ужасное , хуже курятника. окна все под замену , то что стоит и считается аллюминиевыми изделиями для недвижимости класса бизнес- по факту ал банки из под пива. ук аффилированная . убрать поменять никак не получается , ук с помощью подставных лиц ,обмана жильцов и подлога документов , скорее всего и давления на суды , выходит победителем. жильцы не могут избавиться от этой ук , цены на обслуживание как в жк приемиум класса . уборки нет, заявку оставила год назад! ГОД , и до сих пори ничего не сделано . просто конченные ... жк царская площадь. судя по реальным отзывам от жильцов др обьектов этого застройщика , картина везде одна и та же . я приняла решение продать квартиру в этом доме и больше не иметь дело с этим юр лицом .",1,MR Group,Novostroy-m,-1
Дина,2022-12-07,"До того, как выбрать застройщика, я конечно полезла читать о нем в инете. В целом, вот что поняла про МР: - строят быстро и качественно (вне зависимости от того, комфорт это или бизнес), сдачу домов не задерживают - ЖК чаще всего находятся в непосредственной близости к метро - предлагают клиентам интересные акции и дополнительные бонусы (типа программы мр клуб) - заботятся об инфраструктуре комплекса и его благоустройстве В целом это все было для меня важно, поэтому в итоге остановилась. на комплексе Селигер Сити, сейчас оформляю последние бумаги и готовлюсь к переезду ????",5,MR Group,Novostroy-m,0
Сергей,2022-12-06,"Я только начал вставать на ноги, обучился финансовой грамотности, нашел удаленную работу (одним словом, только наладил жизнь) и решил приобрести собственное жилье, чтобы иметь стабильность. Не долго выбирал между застройщиками, остановился на МР опираясь на отзывы знакомых и стоимость жилья. Пока выбрал для себя студию в МОДе, сейчас оформляю рассрочку под 0%. Удобно что дом будет находиться в центре, да и сам жк мне в принципе очень даже понравился, выглдяит солидно.",5,MR Group,Novostroy-m,1
семья Дзелушовых,2022-12-05,"Хочется отметить качество работы строителей! Когда принимали апартаменты в Славе были приятно удивлены, насколько все было чистенько и аккуратно в квартире. Складывалось ощущение, что убирал несколько раз клининг) Ну и отдельно, конечно, стоит похвалить отделочные работы. Стены ровные, окна чистые, двери аккуратно смонтированы. Так как это была не первая наша приемка квартиры, ожидали мы нечто худшего) Но все прошло хорошо, мы остались довольны",5,MR Group,Novostroy-m,1
Света,2022-12-02,"Сейчас я нахожусь в процессе поиска квартиры и застройщика. У МР очень заинтересовала программа трейд-ина в комплексе Селигер Сити. Насколько я поняла, можно сейчас вписаться в программу, приобрести квартиру в строящемся доме, а продолжать жить в своей. Когда объект будет готов, то проссто переехать без лишних хлопот. Для себя вижу только преимущества: застолбление цены, частично выплаченная к моменту переезда ипотека и меньше головной боли к тому моменту.",5,MR Group,Novostroy-m,0
Юрий,2022-12-01,"От взаимодействий с застройщиком масса положительных впечатлений! На всех этапах работники проявляли профессионализм, компетенции и заинтересованность в комфорте клиента, за что им огромное спасибо!",5,MR Group,Novostroy-m,1
Агата,2022-11-16,"Мы с мужем купили квартиру в третьей очереди Эко Видного, и сейчас внимательно наблюдаем за тем, что про проект рассказывает застройщик: смотрим видеоотчеты, мониторим сайт, проверяем группу вконтакте. Выбрали этот жк из-за наличия леса рядом, удобных колясочных и расположения - мои родители живут в видном, как я выйду из декрета чтобы было с кем оставить детей.",5,MR Group,Novostroy-m,1
Пользователь,2022-11-15,"Мне кажется, что ни МР, ни его проекты в рекламе не нуждаются. Как минимум из-за постянного сотрудничества с различными мировыми бюро. Знаю, что многие ждали старт продаж Hide, потому что там включены команды, работающие с ламборгини, булгари и тд. Я сам пока просто комплю средства, прицениваюсь и наблюдаю со стороны за происходящим)",5,MR Group,Novostroy-m,0
Сергей,2022-11-14,"МР отлично подходит не только для жизни, но и для инвестирования. Особенно рост заметен на объектах бизнес и премиум-класса. Для себя по совокупности факторов выбрал MOD, но вообще думаю что также нелохими объектами будут HIDE, Павелецкая плаза, Famous, но нужно все изучать",5,MR Group,Novostroy-m,1
Федя,2022-11-11,"Всегда хотел жить в ЗАО, и тут мой риэлтор показывает мне Фили Сити... А дальше все как в тумане, и вот я уже живу в своей квартире в любимом районе столицы полгода) За это время не заметил никаких недостатков ни в районе, ни в строительстве. Был бы немного побогаче - взял бы квартиру в строящемся феймосе, а пока так))",5,MR Group,Novostroy-m,0
Раиса,2022-11-10,"В последнее время меня преследует ЖК Селигер Сити! Он постоянно всплывает в интернете, в соцсетях я периодически вижу публикации из внутреннего двора (да, я уже знаю как он выглядит!) Кажется, что застройщик очень хорошо знает свою целевую аудиторию, ибо еще одна реклама - и я еду в офис на личное ознакомление с жк ????",5,MR Group,Novostroy-m,1
Дмитрий,2022-10-20,"Случайно наткнулся на этот сайт, и впал в шок. Непонятно откуда так много людей, недовольных качеством работы застройщика… Варианта два, либо это все подкупные конкуренты, либо за пару лет девелопер так сильно улучшил качество строительства. Ни в одном ни в другом не сомневаюсь, но думаю, что если бы раньше качество выполненных работ и общения с клиентами было на таком низком уровне, то никаких бы наград у компаний не было… Живу в Селигере. Тихий, уютный ЖК со своей территорий. Меня все устраивает.",5,MR Group,Novostroy-m,1
Дима,2022-10-19,"Радует большой выбор различных комплексов и застройщика! Давно наслышан хорошими отзывами, а зимой решил сам приобрести у МР квартиру. Слава Богу успел все сделать до скачка цен. В целом впечатление о компании осталось приятное: профессиональные менеджеры, качественное строительство, приемлемые цены.",5,MR Group,Novostroy-m,1
Алиса,2022-10-18,"заметила такую особенность в архитектуре последних жк МР ГРУПП : всегда увеличенное остекление и легкие, стильные фасады. Для жизни выбрала невысокий дом - 11 этажей, но на их высотки всегда любуюсь со стороны)",5,MR Group,Novostroy-m,0
Мария,2022-10-17,"Жалоб нет. Нормальный застройщик с интересными проектами. Если ищете что-то для инвестиций, то ЖК MOD однозначно заслуживает внимания. Все готовые объекты бизнес-класса от мр показывали хороший рост, думаю этот тоже не будет исключением. Район развивается и будет развивается еще активнее после новости о строительстве РЖД сити, и это вдвойне положительно скажется на цене вашей квартиры.",5,MR Group,Novostroy-m,1
Борис,2022-10-17,"Судя по темпам строительства и количеству новых объектов дела MR Group идут хорошо. Видно, что инвесторы их особенно любят. Строят для разных сегментов: комфорт, бизнес, премиум. Так что есть возможность купить квартиру от известного и надежного застройщика по адекватной для вас цене. Для себя бы, конечно, выбрал бизнес-класс, но брал однушку с расчетом на сдачу и вложение себя оправдало. Проблем с квартирой и жк не было серьезных. Непонимания с УК были первый год, сейчас все вошло в русло",5,MR Group,Novostroy-m,1
Леша,2022-09-20,"Один из самых крупных застройщиков Москвы с проектами на любой вкус и кошелек. Мне кажется взять недвижку на первоначальном этапе - хорошая инвестиция, потом можно неплохо заработать на ней. Обычно ни к отделке, ни к срокам сдачи претензий у жильцов нет, так что и лишней волокиты не будет. Получил ключи - перепродал - получил деньги",5,MR Group,Novostroy-m,0
Ирина,2022-09-19,"На рынке сейчас, конечно, предложений пруд пруди. Для меня важно, чтобы жилье было в сегменте премиум и располагалось недалеко от центра. Пока остановила выбор на ЖК Мод в районе Марьиной рощи. Там и локация хорошая, считай, в историческом центре и как я поняла с сайта есть возможность взять квартиру по удобной программе рассрочки. Нужно будет доехать до офиса, побеседовать с менеджерами по продажам, чтобы точно знать ответы на все вопросы и тогда уже выбирать.",5,MR Group,Novostroy-m,1
